symbol,HGCN,uniprot,length,start,end,hmm.acc,hmm.name,type
17787,TRIM23,P36406,574,123,168,PF00643,zf-B_box,Domain
17789,TRIM23,P36406,574,391,565,PF00025,Arf,Domain
10179,TRIM24,O15164,1050,218,259,PF00643,zf-B_box,Domain
10180,TRIM24,O15164,1050,828,873,PF00628,PHD,Domain
10178,TRIM24,O15164,1050,908,992,PF00439,Bromodomain,Domain
9128,TRIM25,Q14258,630,13,53,PF15227,zf-C3HC4_4,Domain
9129,TRIM25,Q14258,630,459,507,PF13765,PRY,Family
9127,TRIM25,Q14258,630,511,629,PF00622,SPRY,Family
3795,TRIM26,Q12899,539,16,56,PF15227,zf-C3HC4_4,Domain
3796,TRIM26,Q12899,539,97,138,PF00643,zf-B_box,Domain
3797,TRIM26,Q12899,539,315,363,PF13765,PRY,Family
3798,TRIM26,Q12899,539,426,535,PF00622,SPRY,Family
17790,TRIM27,P14373,513,16,56,PF15227,zf-C3HC4_4,Domain
17792,TRIM27,P14373,513,91,132,PF00643,zf-B_box,Domain
17793,TRIM27,P14373,513,318,366,PF13765,PRY,Family
17791,TRIM27,P14373,513,370,487,PF00622,SPRY,Family
14699,TRIM28,Q13263,835,64,122,PF14634,zf-RING_5,Domain
14697,TRIM28,Q13263,835,148,195,PF00643,zf-B_box,Domain
14700,TRIM28,Q13263,835,204,245,PF00643,zf-B_box,Domain
14698,TRIM28,Q13263,835,627,672,PF00628,PHD,Domain
7240,TRIM29,Q14134,588,220,260,PF00643,zf-B_box,Domain
16571,TRIM3,O75382,744,22,60,PF13445,zf-RING_UBOX,Domain
16572,TRIM3,O75382,744,111,151,PF00643,zf-B_box,Domain
16570,TRIM3,O75382,744,319,415,PF00630,Filamin,Domain
16575,TRIM3,O75382,744,486,513,PF01436,NHL,Repeat
16576,TRIM3,O75382,744,533,560,PF01436,NHL,Repeat
16574,TRIM3,O75382,744,575,602,PF01436,NHL,Repeat
16577,TRIM3,O75382,744,622,649,PF01436,NHL,Repeat
16573,TRIM3,O75382,744,669,696,PF01436,NHL,Repeat
16578,TRIM3,O75382,744,713,740,PF01436,NHL,Repeat
5924,TRIM31,Q9BZY9,425,16,56,PF15227,zf-C3HC4_4,Domain
5923,TRIM31,Q9BZY9,425,90,131,PF00643,zf-B_box,Domain
2331,TRIM32,Q13049,653,20,62,PF13445,zf-RING_UBOX,Domain
2328,TRIM32,Q13049,653,371,398,PF01436,NHL,Repeat
2330,TRIM32,Q13049,653,469,496,PF01436,NHL,Repeat
2329,TRIM32,Q13049,653,616,643,PF01436,NHL,Repeat
15084,TRIM33,Q9UPN9,1127,125,182,PF13445,zf-RING_UBOX,Domain
15082,TRIM33,Q9UPN9,1127,271,312,PF00643,zf-B_box,Domain
15085,TRIM33,Q9UPN9,1127,889,933,PF00628,PHD,Domain
15083,TRIM33,Q9UPN9,1127,966,1051,PF00439,Bromodomain,Domain
5021,TRIM34,Q9BYJ4,488,15,59,PF15227,zf-C3HC4_4,Domain
5019,TRIM34,Q9BYJ4,488,92,133,PF00643,zf-B_box,Domain
5020,TRIM34,Q9BYJ4,488,348,483,PF00622,SPRY,Family
10210,TRIM35,Q9UPQ4,493,17,65,PF13920,zf-C3HC4_3,Domain
10208,TRIM35,Q9UPQ4,493,96,137,PF00643,zf-B_box,Domain
10209,TRIM35,Q9UPQ4,493,304,351,PF13765,PRY,Family
10211,TRIM35,Q9UPQ4,493,355,473,PF00622,SPRY,Family
2573,TRIM36,Q9NQ86,728,33,86,PF13445,zf-RING_UBOX,Domain
2576,TRIM36,Q9NQ86,728,207,249,PF00643,zf-B_box,Domain
2574,TRIM36,Q9NQ86,728,359,408,PF18568,COS,Domain
2575,TRIM36,Q9NQ86,728,426,500,PF00041,fn3,Domain
7447,TRIM37,O94972,964,90,132,PF00643,zf-B_box,Domain
7446,TRIM37,O94972,964,283,404,PF00917,MATH,Domain
7234,TRIM38,O00635,465,16,62,PF15227,zf-C3HC4_4,Domain
7237,TRIM38,O00635,465,88,129,PF00643,zf-B_box,Domain
7235,TRIM38,O00635,465,294,342,PF13765,PRY,Family
7236,TRIM38,O00635,465,346,458,PF00622,SPRY,Family
7241,TRIM39,Q9HCM9,518,29,69,PF15227,zf-C3HC4_4,Domain
7244,TRIM39,Q9HCM9,518,102,143,PF00643,zf-B_box,Domain
7243,TRIM39,Q9HCM9,518,339,388,PF13765,PRY,Family
7242,TRIM39,Q9HCM9,518,392,509,PF00622,SPRY,Family
3410,TRIM4,Q9C037,500,12,52,PF15227,zf-C3HC4_4,Domain
3409,TRIM4,Q9C037,500,82,123,PF00643,zf-B_box,Domain
3411,TRIM4,Q9C037,500,379,495,PF00622,SPRY,Family
2335,TRIM40,Q6P9F5,258,14,54,PF13445,zf-RING_UBOX,Domain
6574,TRIM41,Q8WV44,630,20,56,PF15227,zf-C3HC4_4,Domain
6575,TRIM41,Q8WV44,630,222,263,PF00643,zf-B_box,Domain
6573,TRIM41,Q8WV44,630,433,481,PF13765,PRY,Family
6576,TRIM41,Q8WV44,630,485,629,PF00622,SPRY,Family
5503,TRIM42,Q8IWZ5,723,285,326,PF00643,zf-B_box,Domain
5504,TRIM42,Q8IWZ5,723,606,691,PF00041,fn3,Domain
8122,TRIM43,Q96BQ3,446,15,55,PF15227,zf-C3HC4_4,Domain
8123,TRIM43,Q96BQ3,446,336,446,PF00622,SPRY,Family
7064,TRIM43B,A6NCK2,446,15,55,PF15227,zf-C3HC4_4,Domain
7065,TRIM43B,A6NCK2,446,336,446,PF00622,SPRY,Family
6572,TRIM44,Q96DX7,344,174,215,PF00643,zf-B_box,Domain
8933,TRIM45,Q9H8W5,580,29,78,PF13445,zf-RING_UBOX,Domain
8931,TRIM45,Q9H8W5,580,186,227,PF00643,zf-B_box,Domain
8932,TRIM45,Q9H8W5,580,396,494,PF00630,Filamin,Domain
1741,TRIM46,Q7Z4K8,759,33,77,PF13445,zf-RING_UBOX,Domain
1743,TRIM46,Q7Z4K8,759,222,263,PF00643,zf-B_box,Domain
1742,TRIM46,Q7Z4K8,759,373,422,PF18568,COS,Domain
8127,TRIM47,Q96LD4,638,9,57,PF15227,zf-C3HC4_4,Domain
8126,TRIM47,Q96LD4,638,177,217,PF00643,zf-B_box,Domain
8930,TRIM48,Q8IWZ4,208,15,47,PF15227,zf-C3HC4_4,Domain
8929,TRIM48,Q8IWZ4,208,88,129,PF00643,zf-B_box,Domain
1744,TRIM49,P0CI25,452,15,55,PF15227,zf-C3HC4_4,Domain
1746,TRIM49,P0CI25,452,88,129,PF00643,zf-B_box,Domain
1745,TRIM49,P0CI25,452,340,451,PF00622,SPRY,Family
16768,TRIM49B,A6NDI0,452,15,55,PF15227,zf-C3HC4_4,Domain
16767,TRIM49B,A6NDI0,452,88,129,PF00643,zf-B_box,Domain
16766,TRIM49B,A6NDI0,452,340,451,PF00622,SPRY,Family
8318,TRIM49C,P0CI26,452,15,55,PF15227,zf-C3HC4_4,Domain
8317,TRIM49C,P0CI26,452,88,129,PF00643,zf-B_box,Domain
8319,TRIM49C,P0CI26,452,340,451,PF00622,SPRY,Family
45553,TRIM49D1,C9J1S8,452,15,57,PF15227,zf-C3HC4_4,Domain
45554,TRIM49D1,C9J1S8,452,88,129,PF00643,zf-B_box,Domain
45555,TRIM49D1,C9J1S8,452,340,451,PF00622,SPRY,Family
45550,TRIM49D2,C9J1S8,452,15,57,PF15227,zf-C3HC4_4,Domain
45551,TRIM49D2,C9J1S8,452,88,129,PF00643,zf-B_box,Domain
45552,TRIM49D2,C9J1S8,452,340,451,PF00622,SPRY,Family
1739,TRIM5,Q9C035,493,15,56,PF13445,zf-RING_UBOX,Domain
1738,TRIM5,Q9C035,493,90,131,PF00643,zf-B_box,Domain
1740,TRIM5,Q9C035,493,358,489,PF00622,SPRY,Family
2351,TRIM50,Q86XT4,487,16,54,PF13445,zf-RING_UBOX,Domain
2353,TRIM50,Q86XT4,487,84,125,PF00643,zf-B_box,Domain
2350,TRIM50,Q86XT4,487,296,344,PF13765,PRY,Family
2352,TRIM50,Q86XT4,487,348,461,PF00622,SPRY,Family
2354,TRIM51,Q9BSJ1,452,15,55,PF15227,zf-C3HC4_4,Domain
2355,TRIM51,Q9BSJ1,452,340,452,PF00622,SPRY,Family
2771,TRIM52,Q96A61,297,20,57,PF15227,zf-C3HC4_4,Domain
2772,TRIM52,Q96A61,297,222,263,PF00643,zf-B_box,Domain
5430,TRIM54,Q9BYV2,358,26,79,PF13445,zf-RING_UBOX,Domain
5429,TRIM54,Q9BYV2,358,121,163,PF00643,zf-B_box,Domain
14878,TRIM55,Q9BYV6,548,26,79,PF13445,zf-RING_UBOX,Domain
14877,TRIM55,Q9BYV6,548,119,167,PF00643,zf-B_box,Domain
1540,TRIM56,Q9BRZ2,755,21,57,PF13445,zf-RING_UBOX,Domain
1539,TRIM56,Q9BRZ2,755,164,205,PF00643,zf-B_box,Domain
1530,TRIM58,Q8NG06,486,16,60,PF15227,zf-C3HC4_4,Domain
1531,TRIM58,Q8NG06,486,91,132,PF00643,zf-B_box,Domain
1533,TRIM58,Q8NG06,486,293,341,PF13765,PRY,Family
1532,TRIM58,Q8NG06,486,345,454,PF00622,SPRY,Family
2749,TRIM59,Q8IWR1,403,10,60,PF13445,zf-RING_UBOX,Domain
2748,TRIM59,Q8IWR1,403,93,134,PF00643,zf-B_box,Domain
15088,TRIM6,Q9C030,488,15,57,PF13445,zf-RING_UBOX,Domain
15086,TRIM6,Q9C030,488,93,133,PF00643,zf-B_box,Domain
15087,TRIM6,Q9C030,488,354,483,PF00622,SPRY,Family
6418,TRIM60,Q495X7,471,16,56,PF15227,zf-C3HC4_4,Domain
6421,TRIM60,Q495X7,471,92,133,PF00643,zf-B_box,Domain
6420,TRIM60,Q495X7,471,297,345,PF13765,PRY,Family
6419,TRIM60,Q495X7,471,349,465,PF00622,SPRY,Family
10215,TRIM61,Q5EBN2,209,16,56,PF15227,zf-C3HC4_4,Domain
10216,TRIM61,Q5EBN2,209,92,133,PF00643,zf-B_box,Domain
6423,TRIM62,Q9BVG3,475,11,53,PF15227,zf-C3HC4_4,Domain
6425,TRIM62,Q9BVG3,475,88,128,PF00643,zf-B_box,Domain
6422,TRIM62,Q9BVG3,475,297,346,PF13765,PRY,Family
6424,TRIM62,Q9BVG3,475,350,467,PF00622,SPRY,Family
2750,TRIM63,Q969Q1,353,23,76,PF13445,zf-RING_UBOX,Domain
2751,TRIM63,Q969Q1,353,118,159,PF00643,zf-B_box,Domain
2752,TRIM64,A6NGJ6,449,15,55,PF00097,zf-C3HC4,Domain
2753,TRIM64,A6NGJ6,449,339,449,PF00622,SPRY,Family
6565,TRIM64B,A6NI03,449,15,55,PF00097,zf-C3HC4,Domain
6566,TRIM64B,A6NI03,449,339,449,PF00622,SPRY,Family
9358,TRIM64C,A6NLI5,450,340,450,PF00622,SPRY,Family
7798,TRIM65,Q6PJ69,517,12,50,PF00097,zf-C3HC4,Domain
7796,TRIM65,Q6PJ69,517,90,130,PF00643,zf-B_box,Domain
7797,TRIM65,Q6PJ69,517,383,502,PF00622,SPRY,Family
10405,TRIM66,O15016,1216,61,101,PF00643,zf-B_box,Domain
10406,TRIM66,O15016,1216,972,1017,PF00628,PHD,Domain
10407,TRIM66,O15016,1216,1050,1134,PF00439,Bromodomain,Domain
2107,TRIM67,Q6ZTA4,783,7,43,PF00097,zf-C3HC4,Domain
2108,TRIM67,Q6ZTA4,783,298,340,PF00643,zf-B_box,Domain
2105,TRIM67,Q6ZTA4,783,513,597,PF00041,fn3,Domain
2106,TRIM67,Q6ZTA4,783,650,770,PF00622,SPRY,Family
10220,TRIM68,Q6AZZ1,485,16,60,PF15227,zf-C3HC4_4,Domain
10222,TRIM68,Q6AZZ1,485,94,134,PF00643,zf-B_box,Domain
10221,TRIM68,Q6AZZ1,485,305,353,PF13765,PRY,Family
10219,TRIM68,Q6AZZ1,485,357,473,PF00622,SPRY,Family
2756,TRIM69,Q86WT6,500,41,81,PF15227,zf-C3HC4_4,Domain
2755,TRIM69,Q86WT6,500,325,373,PF13765,PRY,Family
2754,TRIM69,Q86WT6,500,377,489,PF00622,SPRY,Family
9122,TRIM7,Q9C029,511,29,81,PF15227,zf-C3HC4_4,Domain
9125,TRIM7,Q9C029,511,126,166,PF00643,zf-B_box,Domain
9123,TRIM7,Q9C029,511,344,392,PF13765,PRY,Family
9124,TRIM7,Q9C029,511,396,509,PF00622,SPRY,Family
25517,TRIM71,Q2Q1W2,868,273,314,PF00643,zf-B_box,Domain
25511,TRIM71,Q2Q1W2,868,482,577,PF00630,Filamin,Domain
25513,TRIM71,Q2Q1W2,868,606,633,PF01436,NHL,Repeat
25514,TRIM71,Q2Q1W2,868,653,680,PF01436,NHL,Repeat
25510,TRIM71,Q2Q1W2,868,700,727,PF01436,NHL,Repeat
25515,TRIM71,Q2Q1W2,868,747,774,PF01436,NHL,Repeat
25512,TRIM71,Q2Q1W2,868,794,821,PF01436,NHL,Repeat
25516,TRIM71,Q2Q1W2,868,841,868,PF01436,NHL,Repeat
10409,TRIM72,Q6ZMU5,477,14,56,PF15227,zf-C3HC4_4,Domain
10411,TRIM72,Q6ZMU5,477,81,122,PF00643,zf-B_box,Domain
10412,TRIM72,Q6ZMU5,477,291,340,PF13765,PRY,Family
10410,TRIM72,Q6ZMU5,477,344,465,PF00622,SPRY,Family
7801,TRIM73,Q86UV7,250,16,54,PF13445,zf-RING_UBOX,Domain
7802,TRIM73,Q86UV7,250,84,125,PF00643,zf-B_box,Domain
5027,TRIM74,Q86UV6,250,16,54,PF13445,zf-RING_UBOX,Domain
5026,TRIM74,Q86UV6,250,84,125,PF00643,zf-B_box,Domain
5508,TRIM75P,A6NK02,468,16,56,PF15227,zf-C3HC4_4,Domain
5507,TRIM75P,A6NK02,468,92,133,PF00643,zf-B_box,Domain
5506,TRIM75P,A6NK02,468,296,344,PF13765,PRY,Family
5505,TRIM75P,A6NK02,468,348,465,PF00622,SPRY,Family
9369,TRIM77,I1YAP6,450,15,55,PF00097,zf-C3HC4,Domain
9368,TRIM77,I1YAP6,450,340,450,PF00622,SPRY,Family
8602,TRIM8,Q9BZR9,551,15,55,PF15227,zf-C3HC4_4,Domain
8926,TRIM9,Q9C026,710,6,44,PF13920,zf-C3HC4_3,Domain
8923,TRIM9,Q9C026,710,224,266,PF00643,zf-B_box,Domain
8925,TRIM9,Q9C026,710,441,525,PF00041,fn3,Domain
8924,TRIM9,Q9C026,710,578,698,PF00622,SPRY,Family
15295,TRIML1,Q8N9V2,468,16,56,PF15227,zf-C3HC4_4,Domain
15294,TRIML1,Q8N9V2,468,288,336,PF13765,PRY,Family
15296,TRIML1,Q8N9V2,468,340,456,PF00622,SPRY,Family
2776,TRIML2,Q8N7C3,387,201,249,PF13765,PRY,Family
2775,TRIML2,Q8N7C3,387,253,368,PF00622,SPRY,Family
2337,TRIO,O75962,3097,67,205,PF00650,CRAL_TRIO,Domain
2345,TRIO,O75962,3097,340,446,PF00435,Spectrin,Domain
2343,TRIO,O75962,3097,566,672,PF00435,Spectrin,Domain
2338,TRIO,O75962,3097,907,1011,PF00435,Spectrin,Domain
2336,TRIO,O75962,3097,1138,1244,PF00435,Spectrin,Domain
2339,TRIO,O75962,3097,1296,1468,PF00621,RhoGEF,Domain
2342,TRIO,O75962,3097,1480,1591,PF00169,PH,Domain
2341,TRIO,O75962,3097,1662,1713,PF00018,SH3_1,Domain
2348,TRIO,O75962,3097,1715,1972,PF16609,SH3-RhoG_link,Disordered
2347,TRIO,O75962,3097,1973,2143,PF00621,RhoGEF,Domain
2344,TRIO,O75962,3097,2159,2271,PF00169,PH,Domain
2346,TRIO,O75962,3097,2685,2776,PF07679,I-set,Domain
2340,TRIO,O75962,3097,2796,3050,PF00069,Pkinase,Domain
6530,TRIOBP,Q9H2D6,2365,1779,1887,PF00169,PH,Domain
19703,TRIP10,Q15642,601,10,89,PF00611,FCH,Family
19702,TRIP10,Q15642,601,546,593,PF00018,SH3_1,Domain
47006,TRIP11,Q15643,1979,NA,NA,NA,NA,NA
5785,TRIP12,Q14669,1992,1636,1992,PF00632,HECT,Domain
28896,TRIP13,Q15645,432,175,321,PF00004,AAA,Domain
9135,TRIP4,Q15650,581,168,216,PF06221,zf-C2HC5,Domain
9136,TRIP4,Q15650,581,437,551,PF04266,ASCH,Domain
15227,TRIP6,Q15654,476,279,336,PF00412,LIM,Domain
15226,TRIP6,Q15654,476,339,395,PF00412,LIM,Domain
15225,TRIP6,Q15654,476,399,464,PF00412,LIM,Domain
8598,TRIQK,Q629K1,86,1,79,PF15168,TRIQK,Family
47062,TRIR,Q9BQ61,176,NA,NA,NA,NA,NA
25850,TRIT1,Q9H3H1,467,58,334,PF01715,IPPT,Domain
25851,TRIT1,Q9H3H1,467,395,420,PF12171,zf-C2H2_jaz,Family
9121,TRMO,Q9BU70,441,45,164,PF01980,TrmO,Family
2321,TRMT1,Q9NXH9,659,45,500,PF02005,TRM,Family
2322,TRMT1,Q9NXH9,659,601,626,PF00642,zf-CCCH,Family
18490,TRMT10A,Q8TBZ6,339,110,276,PF01746,tRNA_m1G_MT,Family
9698,TRMT10B,Q6PF06,316,134,307,PF01746,tRNA_m1G_MT,Family
7226,TRMT10C,Q7L0Y3,403,212,380,PF01746,tRNA_m1G_MT,Family
15090,TRMT11,Q7Z4G4,463,189,326,PF01170,UPF0020,Domain
15089,TRMT112,Q9UI30,125,2,112,PF03966,Trm112p,Domain
15302,TRMT12,Q53H54,448,135,336,PF02475,Met_10,Family
10559,TRMT13,Q9NUP7,481,17,45,PF11722,zf-TRM13_CCCH,Domain
10558,TRMT13,Q9NUP7,481,56,80,PF05253,zf-U11-48K,Domain
10560,TRMT13,Q9NUP7,481,165,470,PF05206,TRM13,Family
18135,TRMT1L,Q7Z2T5,733,226,589,PF02005,TRM,Family
18136,TRMT1L,Q7Z2T5,733,589,689,PF02005,TRM,Family
8332,TRMT2A,Q8IZ69,625,395,589,PF05958,tRNA_U5-meth_tr,Family
17240,TRMT2B,Q96GJ1,504,295,504,PF05958,tRNA_U5-meth_tr,Family
18501,TRMT44,Q8IYL2,757,296,407,PF07757,AdoMet_MTase,Family
18502,TRMT5,Q32P41,509,198,419,PF02475,Met_10,Family
6132,TRMT6,Q9UJA5,497,19,322,PF04189,Gcd10p,Family
7794,TRMT61A,Q96FX7,289,64,286,PF08704,GCD14,Family
7790,TRMT61B,Q9BVS5,477,208,471,PF08704,GCD14,Family
8316,TRMT9B,Q9P272,454,49,139,PF08241,Methyltransf_11,Domain
31839,TRMU,O75648,421,5,383,PF03054,tRNA_Me_trans,Family
8940,TRNAU1AP,Q9NX07,287,5,75,PF00076,RRM_1,Domain
8942,TRNAU1AP,Q9NX07,287,98,169,PF00076,RRM_1,Domain
8941,TRNAU1AP,Q9NX07,287,185,284,PF17654,Trnau1ap,Family
45952,TRNP1,Q6NT89,227,NA,NA,NA,NA,NA
16942,TRNT1,Q96Q11,434,59,182,PF01743,PolyA_pol,Domain
16943,TRNT1,Q96Q11,434,215,272,PF12627,PolyA_pol_RNAbd,Domain
2101,TRO,Q12816,1431,451,618,PF01454,MAGE,Family
47461,TROAP,Q12815,778,NA,NA,NA,NA,NA
8324,TRPA1,O75762,1119,97,129,PF00023,Ank,Repeat
8323,TRPA1,O75762,1119,240,269,PF00023,Ank,Repeat
8321,TRPA1,O75762,1119,341,373,PF00023,Ank,Repeat
8320,TRPA1,O75762,1119,412,442,PF00023,Ank,Repeat
8322,TRPA1,O75762,1119,481,511,PF00023,Ank,Repeat
8326,TRPA1,O75762,1119,547,579,PF00023,Ank,Repeat
8325,TRPA1,O75762,1119,721,972,PF00520,Ion_trans,Family
17242,TRPC1,P48995,793,193,255,PF08344,TRP_2,Family
17241,TRPC1,P48995,793,391,657,PF00520,Ion_trans,Family
7792,TRPC3,Q13507,836,182,244,PF08344,TRP_2,Family
7793,TRPC3,Q13507,836,372,670,PF00520,Ion_trans,Family
7233,TRPC4,Q9UBN4,977,176,238,PF08344,TRP_2,Family
7232,TRPC4,Q9UBN4,977,362,632,PF00520,Ion_trans,Family
17794,TRPC4AP,Q8TEL6,797,407,714,PF12463,DUF3689,Family
8605,TRPC5,Q9UL62,973,36,126,PF12796,Ank_2,Repeat
8603,TRPC5,Q9UL62,973,176,238,PF08344,TRP_2,Family
8604,TRPC5,Q9UL62,973,363,636,PF00520,Ion_trans,Family
46815,TRPC5OS,A6NMA1,111,NA,NA,NA,NA,NA
14734,TRPC6,Q9Y210,931,102,191,PF12796,Ank_2,Repeat
14733,TRPC6,Q9Y210,931,253,315,PF08344,TRP_2,Family
14732,TRPC6,Q9Y210,931,441,739,PF00520,Ion_trans,Family
17779,TRPC7,Q9HCX4,862,47,139,PF12796,Ank_2,Repeat
17780,TRPC7,Q9HCX4,862,198,260,PF08344,TRP_2,Family
17778,TRPC7,Q9HCX4,862,386,684,PF00520,Ion_trans,Family
8374,TRPM1,Q7Z4N2,1603,70,335,PF18139,LSDAT_euk,Family
8373,TRPM1,Q7Z4N2,1603,828,1087,PF00520,Ion_trans,Family
8375,TRPM1,Q7Z4N2,1603,1179,1234,PF16519,TRPM_tetra,Domain
14903,TRPM2,O94759,1503,140,408,PF18139,LSDAT_euk,Family
14902,TRPM2,O94759,1503,797,1060,PF00520,Ion_trans,Family
14899,TRPM3,Q9HCF6,1732,153,443,PF18139,LSDAT_euk,Family
14900,TRPM3,Q9HCF6,1732,896,1149,PF00520,Ion_trans,Family
14901,TRPM3,Q9HCF6,1732,1240,1295,PF16519,TRPM_tetra,Domain
1752,TRPM4,Q8TD43,1214,88,355,PF18139,LSDAT_euk,Family
1753,TRPM4,Q8TD43,1214,786,1055,PF00520,Ion_trans,Family
7823,TRPM5,Q9NZQ8,1165,38,289,PF18139,LSDAT_euk,Family
7822,TRPM5,Q9NZQ8,1165,738,990,PF00520,Ion_trans,Family
6596,TRPM6,Q9BX84,2022,109,372,PF18139,LSDAT_euk,Family
6594,TRPM6,Q9BX84,2022,841,1081,PF00520,Ion_trans,Family
6593,TRPM6,Q9BX84,2022,1170,1225,PF16519,TRPM_tetra,Domain
6595,TRPM6,Q9BX84,2022,1775,1972,PF02816,Alpha_kinase,Family
2369,TRPM7,Q96QT4,1865,106,371,PF18139,LSDAT_euk,Family
2371,TRPM7,Q96QT4,1865,855,1108,PF00520,Ion_trans,Family
2370,TRPM7,Q96QT4,1865,1194,1249,PF16519,TRPM_tetra,Domain
2368,TRPM7,Q96QT4,1865,1619,1816,PF02816,Alpha_kinase,Family
5078,TRPM8,Q7Z2W7,1104,115,387,PF18139,LSDAT_euk,Family
5079,TRPM8,Q7Z2W7,1104,736,991,PF00520,Ion_trans,Family
3818,TRPS1,Q9UHF7,1281,896,930,PF00320,GATA,Domain
2594,TRPT1,Q86TN4,253,26,203,PF01885,PTS_2-RNA,Family
2590,TRPV1,Q8NER1,839,118,232,PF12796,Ank_2,Repeat
2589,TRPV1,Q8NER1,839,432,695,PF00520,Ion_trans,Family
2591,TRPV2,Q9Y5S1,764,67,193,PF12796,Ank_2,Repeat
2592,TRPV2,Q9Y5S1,764,389,657,PF00520,Ion_trans,Family
3823,TRPV3,Q8NET8,790,123,245,PF12796,Ank_2,Repeat
3824,TRPV3,Q8NET8,790,261,294,PF00023,Ank,Repeat
3822,TRPV3,Q8NET8,790,438,689,PF00520,Ion_trans,Family
9392,TRPV4,Q9HBA0,871,237,268,PF00023,Ank,Repeat
9393,TRPV4,Q9HBA0,871,469,730,PF00520,Ion_trans,Family
10242,TRPV5,Q9NQA5,729,49,147,PF12796,Ank_2,Repeat
10244,TRPV5,Q9NQA5,729,101,193,PF12796,Ank_2,Repeat
10243,TRPV5,Q9NQA5,729,328,590,PF00520,Ion_trans,Family
10579,TRPV6,Q9H1D0,765,89,187,PF12796,Ank_2,Repeat
10577,TRPV6,Q9H1D0,765,144,233,PF12796,Ank_2,Repeat
10578,TRPV6,Q9H1D0,765,368,630,PF00520,Ion_trans,Family
11133,TRRAP,Q9Y4A5,3859,2849,3204,PF02259,FAT,Family
11132,TRRAP,Q9Y4A5,3859,3535,3783,PF00454,PI3_PI4_kinase,Family
2357,TRUB1,Q8WWH5,349,106,255,PF01509,TruB_N,Family
9377,TRUB2,O95900,331,84,233,PF01509,TruB_N,Family
2124,TSACC,Q96A04,125,1,125,PF15836,SSTK-IP,Family
47404,TSBP1,Q5SRN2,563,NA,NA,NA,NA,NA
2117,TSC1,Q92574,1164,7,719,PF04388,Hamartin,Family
7451,TSC2,P49815,1807,54,470,PF11864,DUF3384,Family
7452,TSC2,P49815,1807,555,903,PF03542,Tuberin,Family
7450,TSC2,P49815,1807,1561,1749,PF02145,Rap_GAP,Family
17772,TSC22D1,Q15714,1073,988,1044,PF01166,TSC22,Coiled-coil
7711,TSC22D2,O75157,780,694,750,PF01166,TSC22,Coiled-coil
11070,TSC22D3,Q99576,134,58,114,PF01166,TSC22,Coiled-coil
10169,TSC22D4,Q9Y3Q8,395,326,381,PF01166,TSC22,Coiled-coil
16861,TSEN15,Q8WW01,171,65,166,PF09631,Sen15,Domain
28479,TSEN2,Q8NCE0,465,265,329,PF02778,tRNA_int_endo_N,Domain
28478,TSEN2,Q8NCE0,465,339,431,PF01974,tRNA_int_endo,Domain
6479,TSEN34,Q9BSV6,310,217,301,PF01974,tRNA_int_endo,Domain
17222,TSEN54,Q7Z6J9,526,63,130,PF12928,tRNA_int_end_N2,Domain
44698,TSFM,P43897,325,116,274,PF00889,EF_TS,Family
18814,TSG101,Q99816,390,21,141,PF05743,UEV,Domain
18815,TSG101,Q99816,390,316,379,PF09454,Vps23_core,Domain
46949,TSGA10,Q9BZW7,698,NA,NA,NA,NA,NA
47203,TSGA10IP,Q3SY00,556,NA,NA,NA,NA,NA
11124,TSGA13,Q96PP4,275,1,275,PF14994,TSGA13,Family
3432,TSHB,P01222,138,19,125,PF00007,Cys_knot,Domain
7960,TSHR,P16473,764,53,143,PF13306,LRR_5,Repeat
7959,TSHR,P16473,764,431,678,PF00001,7tm_1,Family
45849,TSHZ1,Q6ZSZ6,1077,NA,NA,NA,NA,NA
46753,TSHZ2,Q9NRE2,1034,NA,NA,NA,NA,NA
17812,TSHZ3,Q63HK5,1081,276,302,PF13912,zf-C2H2_6,Domain
1747,TSKS,Q9UJT2,592,26,592,PF15358,TSKS,Family
2121,TSKU,Q8WUA8,353,60,120,PF13855,LRR_8,Repeat
2122,TSKU,Q8WUA8,353,108,169,PF13855,LRR_8,Repeat
2123,TSKU,Q8WUA8,353,206,265,PF13855,LRR_8,Repeat
18813,TSLP,Q969D9,159,29,153,PF15216,TSLP,Domain
9707,TSN,Q15631,228,19,216,PF01997,Translin,Family
17811,TSNARE1,Q96NA8,513,124,201,PF13873,Myb_DNA-bind_5,Domain
17809,TSNARE1,Q96NA8,513,264,368,PF14523,Syntaxin_2,Domain
17810,TSNARE1,Q96NA8,513,452,504,PF05739,SNARE,Family
8132,TSNAX,Q99598,290,51,264,PF01997,Translin,Family
7820,TSNAXIP1,Q2TAA8,658,52,163,PF15739,TSNAXIP1_N,Family
8129,TSPAN1,O60635,241,7,239,PF00335,Tetraspanin,Family
5066,TSPAN10,Q9H1Z9,355,76,318,PF00335,Tetraspanin,Family
2579,TSPAN11,A1L157,253,16,247,PF00335,Tetraspanin,Family
18144,TSPAN12,O95859,305,10,247,PF00335,Tetraspanin,Family
18149,TSPAN13,O95857,204,9,193,PF00335,Tetraspanin,Family
1556,TSPAN14,Q8NG11,270,15,260,PF00335,Tetraspanin,Family
8360,TSPAN15,O95858,294,20,258,PF00335,Tetraspanin,Family
1548,TSPAN16,Q9UKR8,245,11,235,PF00335,Tetraspanin,Family
11116,TSPAN17,Q96FV3,270,17,262,PF00335,Tetraspanin,Family
